best,mean,corr_mean,exp_no,t
234827.9088141619,99457.25278981456,99391.9338375144,1,1
114138.3570008657,99416.4341500107,99357.47231301983,1,2
104926.95832737167,98873.2670493977,98812.86499651696,1,3
97477.83169420734,98533.30292023804,98480.73793090443,1,4
97424.0404173109,97701.91837361486,97735.58468187024,1,5
96521.67869820587,97718.96316102837,98061.99835027655,1,6
96254.21597111793,97204.06828792782,97736.50559839423,1,7
95581.57659557874,96521.68573205831,96485.32505294819,1,8
95404.23126471133,96003.53892503539,95749.1040808215,1,9
94666.27923788538,95314.70498382176,95331.68786493069,1,10
93739.45340583555,94667.47876841242,94604.19382290571,1,11
92934.23690102117,94619.70832904815,95342.89477025154,1,12
92635.28211403899,93753.56936573946,94237.64322397417,1,13
90657.27195209733,92680.21559004535,93254.07600600977,1,14
88572.58548090853,90488.92435481242,89929.744364464,1,15
85777.28910399675,87751.01902080241,87763.81279455232,1,16
80296.13534414006,85630.65047490392,82937.74727780104,1,17
78774.90949664722,83360.0480199708,82073.42825763264,1,18
73301.36510802519,81819.14081593932,82969.6044880652,1,19
66940.20492566201,75444.10625656653,76031.27056539648,1,20
62867.29067515485,69026.81273723562,67838.09771985315,1,21
54156.30382236255,64457.41697939252,62905.546469855384,1,22
47898.36472699062,55271.74119349984,52802.91957552676,1,23
42841.189073578535,53613.92324215723,55424.707264592435,1,24
30250.60876538961,39899.50090889975,35976.67193495619,1,25
27109.899666666926,36871.61814919274,44392.576835649124,1,26
19642.89217752938,26177.76342019413,25192.037260830315,1,27
17553.692020915703,20218.78813296156,20923.321646052354,1,28
10828.177849625008,12342.017570807078,14191.577805178806,1,29
10828.177849625008,14721.305205976862,12133.35507784491,1,30
8361.708129717757,13399.868557483334,15044.99691873363,1,31
8361.708129717757,9721.356161987364,15030.803153223696,1,32
5835.839445781768,6725.130535397087,9022.664037115457,1,33
5835.839445781768,5598.176293721301,7696.80263863147,1,34
5361.838662574227,5219.954068676262,8979.34600083591,1,35
2512.8134537872415,3352.0846236926955,4894.937551547846,1,36
2512.8134537872415,3700.721255738502,7784.06008864597,1,37
2512.8134537872415,5711.215437376779,14399.412492263213,1,38
2512.8134537872415,2857.1952235683793,5048.867605636375,1,39
1948.8375968577432,2160.594588512646,2834.795200216999,1,40
1948.8375968577432,1754.0766662546293,1826.8033360376678,1,41
1948.8375968577432,2065.263338385679,3399.668334638099,1,42
1948.8375968577432,1463.637364855051,3114.78419326083,1,43
1948.8375968577432,2293.5979700267085,3008.2375082190124,1,44
1539.6638126141058,2238.792484201276,3780.7020999533665,1,45
1539.6638126141058,1358.6753397552116,1754.2583729474286,1,46
1194.593353856254,1677.594377827411,2185.875684057195,1,47
1194.593353856254,922.4205032946946,1204.0865524400922,1,48
437.95797531607184,1002.7306412141487,1343.1927942889095,1,49
437.95797531607184,409.48464921082706,787.8148079530542,1,50
437.95797531607184,689.9019057120682,896.3189931299149,1,51
437.95797531607184,767.9832987424229,1028.5221898986324,1,52
437.95797531607184,1063.5996362234582,1066.3475174155133,1,53
437.95797531607184,942.8637899638754,1434.5558092341262,1,54
437.95797531607184,844.2256649102002,905.745724046939,1,55
437.95797531607184,718.1858434311825,629.8674851405902,1,56
437.95797531607184,384.4519327652406,579.5973736492455,1,57
374.6200106940953,433.53557043447915,841.717377542837,1,58
292.6360996049252,514.6955965593893,518.8400209261309,1,59
292.6360996049252,330.96169809416125,503.390231951514,1,60
292.6360996049252,313.19709291495155,299.6806225618303,1,61
292.6360996049252,307.05112316273073,291.4408635373385,1,62
292.6360996049252,282.96018030843663,346.0999338968836,1,63
241.59851907143198,233.86592014607456,414.1921290378471,1,64
183.85310487063407,241.24369109644275,259.7485463371245,1,65
183.85310487063407,180.19405841508654,277.58441777213517,1,66
181.57192208050978,204.01651724973883,159.77725525301048,1,67
181.57192208050978,191.1324254635847,269.80558026476297,1,68
181.57192208050978,149.9115167330454,138.52736187138404,1,69
111.86751039917223,102.79719349973917,217.30385182649104,1,70
97.51626454377251,128.8595713032894,100.04011947723228,1,71
